id,exp_name,nr_of_series,nr_of_interactions,population_size,dataset_loader,dataset_view,min_context_size,max_context_size,dataset,dataset_split,feature_set,disable_channels,amount_disabled_channels,sensor_noise,sensor_std,observation_noise,observation_std,scene_sampling,topic_sampling,similarity_threshold,align,entrenchment_incf,entrenchment_decf,entrenchment_li,trash_concepts,weight_update_strategy,initial_weight,weight_incf,weight_decf,prototype_distance,switch_condition,switch_conditions_after_n_interactions,stage_parameters,coherence_perspective
1,nm-1,1,1000000,2,:runtime,:exclusive-views,10,10,mscoco-facebook@dinov2-small mscoco-google@vit-base-patch16-224-in21k ,train,facebook@dinov2-small google@vit-base-patch16-224-in21k ,:none,0,:none,0.0,:none,0.0,:random,:random,0.0,t,0.1,-0.01,-0.02,t,:j-interpolation,0,1,-1,:paper,:none,0,nil,:hearer
2,nm-2,1,1000000,2,:runtime,:exclusive-views,10,10,celeba-facebook@dinov2-small celeba-google@vit-base-patch16-224-in21k ,train,facebook@dinov2-small google@vit-base-patch16-224-in21k ,:none,0,:none,0.0,:none,0.0,:random,:random,0.0,t,0.1,-0.01,-0.02,t,:j-interpolation,0,1,-1,:paper,:none,0,nil,:hearer
3,nm-3,1,1000000,2,:runtime,:exclusive-views,10,10,birds-facebook@dinov2-small birds-google@vit-base-patch16-224-in21k,train,facebook@dinov2-small google@vit-base-patch16-224-in21k,:none,0,:none,0.0,:none,0.0,:random,:random,0.0,t,0.1,-0.01,-0.02,t,:j-interpolation,0,1,-1,:paper,:none,0,nil,:hearer
4,nm-4,1,1000000,5,:runtime,:exclusive-views,10,10,mscoco-facebook@dinov2-small mscoco-google@vit-base-patch16-224-in21k mscoco-apple@aimv2-large-patch14-native mscoco-laion@convnext_base_w mscoco-openai@clip-vit-base-patch16 ,train,facebook@dinov2-small google@vit-base-patch16-224-in21k apple@aimv2-large-patch14-native laion@convnext_base_w openai@clip-vit-base-patch16 ,:none,0,:none,0.0,:none,0.0,:random,:random,0.0,t,0.1,-0.01,-0.02,t,:j-interpolation,0,1,-1,:paper,:none,0,nil,:hearer
5,nm-5,1,1000000,5,:runtime,:exclusive-views,10,10,celeba-facebook@dinov2-small celeba-google@vit-base-patch16-224-in21k celeba-apple@aimv2-large-patch14-native celeba-laion@convnext_base_w celeba-openai@clip-vit-base-patch16 ,train,facebook@dinov2-small google@vit-base-patch16-224-in21k apple@aimv2-large-patch14-native laion@convnext_base_w openai@clip-vit-base-patch16 ,:none,0,:none,0.0,:none,0.0,:random,:random,0.0,t,0.1,-0.01,-0.02,t,:j-interpolation,0,1,-1,:paper,:none,0,nil,:hearer
6,nm-6,1,1000000,5,:runtime,:exclusive-views,10,10,birds-facebook@dinov2-small birds-google@vit-base-patch16-224-in21k birds-apple@aimv2-large-patch14-native birds-laion@convnext_base_w birds-openai@clip-vit-base-patch16,train,facebook@dinov2-small google@vit-base-patch16-224-in21k apple@aimv2-large-patch14-native laion@convnext_base_w openai@clip-vit-base-patch16,:none,0,:none,0.0,:none,0.0,:random,:random,0.0,t,0.1,-0.01,-0.02,t,:j-interpolation,0,1,-1,:paper,:none,0,nil,:hearer
7,nm-7,1,1000000,10,:runtime,:exclusive-views,10,10,mscoco-facebook@dinov2-small mscoco-google@vit-base-patch16-224-in21k mscoco-apple@aimv2-large-patch14-native mscoco-laion@convnext_base_w mscoco-openai@clip-vit-base-patch16 ,train,facebook@dinov2-small google@vit-base-patch16-224-in21k apple@aimv2-large-patch14-native laion@convnext_base_w openai@clip-vit-base-patch16 ,:none,0,:none,0.0,:none,0.0,:random,:random,0.0,t,0.1,-0.01,-0.02,t,:j-interpolation,0,1,-1,:paper,:none,0,nil,:hearer
8,nm-8,1,1000000,10,:runtime,:exclusive-views,10,10,celeba-facebook@dinov2-small celeba-google@vit-base-patch16-224-in21k celeba-apple@aimv2-large-patch14-native celeba-laion@convnext_base_w celeba-openai@clip-vit-base-patch16 ,train,facebook@dinov2-small google@vit-base-patch16-224-in21k apple@aimv2-large-patch14-native laion@convnext_base_w openai@clip-vit-base-patch16 ,:none,0,:none,0.0,:none,0.0,:random,:random,0.0,t,0.1,-0.01,-0.02,t,:j-interpolation,0,1,-1,:paper,:none,0,nil,:hearer
9,nm-9,1,1000000,10,:runtime,:exclusive-views,10,10,birds-facebook@dinov2-small birds-google@vit-base-patch16-224-in21k birds-apple@aimv2-large-patch14-native birds-laion@convnext_base_w birds-openai@clip-vit-base-patch16,train,facebook@dinov2-small google@vit-base-patch16-224-in21k apple@aimv2-large-patch14-native laion@convnext_base_w openai@clip-vit-base-patch16,:none,0,:none,0.0,:none,0.0,:random,:random,0.0,t,0.1,-0.01,-0.02,t,:j-interpolation,0,1,-1,:paper,:none,0,nil,:hearer
